"","spc.season","Harbour","meanQuantitycopies","LOD","LOQ","eDNA_eval_mean","eDNA_col_eval_mean","spc","season","Genus","species","dk_comnm","Harbour.Saeson.EuroFinsExtrSmpleno","Coll_date","volfilt_mL","declat","declon","EuroFinsampleno","gen_specnm.Wellname.season.no1","freq_NoCt","freq_belowLOD","freq_AbLOD_BeLOQ","freq_aboveLOQ","freq_repl_eval","eDNA_eval_p_repl_col","eDNA_eval_p_repl_descr","AssayIDcode","AssayIDNo","spc.Harbour","conv_rec_val","col.f.conv_rec_val","valid_comb_score","valid_hexcol","valid_score","categ_valid","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L","no_for_log.10_eDNAlvls","col_log.10_eDNAlvls","col.f.green.hexcol.ab.LOQ","eDNA_eval_t_repl_col"
"466","Neogobius_melanostomus.foraar","KalundborgStatiolHavn",0,5,5,"NoCt","white","Neogobius_melanostomus","foraar","Neogobius","melanostomus","sortmundetkutling","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Neogobius_melanostomus.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID09A","09A","Neogobius_melanostomus.KalundborgStatiolHavn",2,"black","1_and_2","#538DD5",11,"NoCt_FM4",0,0,1,0,1,0,"0","white"
"506","Neogobius_melanostomus.foraar","Koebenhavn",0,5,5,"NoCt","white","Neogobius_melanostomus","foraar","Neogobius","melanostomus","sortmundetkutling","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Neogobius_melanostomus.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID09A","09A","Neogobius_melanostomus.Koebenhavn",2,"black","1_and_2","#538DD5",11,"NoCt_FM4",0,0,1,0,1,0,"0","white"
"546","Neogobius_melanostomus.foraar","Koege",0.363333333333333,5,5,"belowLOD","yellow","Neogobius_melanostomus","foraar","Neogobius","melanostomus","sortmundetkutling","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Neogobius_melanostomus.smpl16.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID09A","09A","Neogobius_melanostomus.Koege",2,"black","2_and_2","#8DB4E2",12,"BeLOD_FM4",0.029921568627451,29.921568627451,30.921568627451,1.49026151723097,2,0,"0","yellow"
"586","Neogobius_melanostomus.foraar","Odense",0,5,5,"NoCt","white","Neogobius_melanostomus","foraar","Neogobius","melanostomus","sortmundetkutling","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Neogobius_melanostomus.smpl13.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID09A","09A","Neogobius_melanostomus.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"626","Neogobius_melanostomus.foraar","Roedby",2.27,5,5,"belowLOD","yellow","Neogobius_melanostomus","foraar","Neogobius","melanostomus","sortmundetkutling","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Neogobius_melanostomus.smpl14.foraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID09A","09A","Neogobius_melanostomus.Roedby",2,"black","2_and_2","#8DB4E2",12,"BeLOD_FM4",0.3178,317.8,318.8,2.50351831272407,2,0,"0","yellow"
"27","Oncorhynchus_mykiss.efteraar","AalborgHavn",0.0696233333333333,5,5,"belowLOD","yellow","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Oncorhynchus_mykiss.smpl04.efteraar.1",1,2,0,0,"'1/2/0/0'",2,"belowLOD","AssID10","10","Oncorhynchus_mykiss.AalborgHavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.00487363333333333,4.87363333333333,5.87363333333333,0.76890683182241,2,0,"0","yellow"
"67","Oncorhynchus_mykiss.efteraar","Aalborgportland",0.0214,5,5,"belowLOD","yellow","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Oncorhynchus_mykiss.smpl03.efteraar.1",1,2,0,0,"'1/2/0/0'",2,"belowLOD","AssID10","10","Oncorhynchus_mykiss.Aalborgportland",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0005992,0.5992,1.5992,0.203902781110061,2,0,"0","yellow"
"107","Oncorhynchus_mykiss.efteraar","Aarhus",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Oncorhynchus_mykiss.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Aarhus",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"147","Oncorhynchus_mykiss.efteraar","Esbjerg",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Oncorhynchus_mykiss.smpl01.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"187","Oncorhynchus_mykiss.efteraar","Fredericia",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Oncorhynchus_mykiss.smpl05.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"227","Oncorhynchus_mykiss.efteraar","Frederikshavn",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Oncorhynchus_mykiss.smpl06.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"267","Oncorhynchus_mykiss.efteraar","Gedser",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Oncorhynchus_mykiss.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"307","Oncorhynchus_mykiss.efteraar","Grenaa",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Oncorhynchus_mykiss.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Grenaa",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"347","Oncorhynchus_mykiss.efteraar","Helsingoer",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Oncorhynchus_mykiss.smpl09.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Helsingoer",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"387","Oncorhynchus_mykiss.efteraar","Hirtshals",0.2651,5,5,"belowLOD","yellow","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Oncorhynchus_mykiss.smpl10.efteraar.1",0,3,0,0,"'0/3/0/0'",2,"belowLOD","AssID10","10","Oncorhynchus_mykiss.Hirtshals",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.0309283333333333,30.9283333333333,31.9283333333333,1.50417624885488,2,0,"0","yellow"
"427","Oncorhynchus_mykiss.efteraar","Kalundborg",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Oncorhynchus_mykiss.smpl11.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Kalundborg",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"467","Oncorhynchus_mykiss.efteraar","KalundborgStatiolHavn",0.0104526666666667,5,5,"belowLOD","yellow","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Oncorhynchus_mykiss.smpl15.efteraar.1",1,2,0,0,"'1/2/0/0'",2,"belowLOD","AssID10","10","Oncorhynchus_mykiss.KalundborgStatiolHavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.000731686666666667,0.731686666666667,1.73168666666667,0.238469313057737,2,0,"0","yellow"
"507","Oncorhynchus_mykiss.efteraar","Koebenhavn",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Oncorhynchus_mykiss.smpl12.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Koebenhavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"547","Oncorhynchus_mykiss.efteraar","Koege",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Oncorhynchus_mykiss.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Koege",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"587","Oncorhynchus_mykiss.efteraar","Odense",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Oncorhynchus_mykiss.smpl13.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Odense",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"627","Oncorhynchus_mykiss.efteraar","Roedby",0,5,5,"NoCt","white","Oncorhynchus_mykiss","efteraar","Oncorhynchus","mykiss","regnbueoerred","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Oncorhynchus_mykiss.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"28","Oncorhynchus_mykiss.foraar","AalborgHavn",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Oncorhynchus_mykiss.smpl04.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.AalborgHavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"68","Oncorhynchus_mykiss.foraar","Aalborgportland",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Oncorhynchus_mykiss.smpl03.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Aalborgportland",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"108","Oncorhynchus_mykiss.foraar","Aarhus",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Oncorhynchus_mykiss.smpl02.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Aarhus",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"148","Oncorhynchus_mykiss.foraar","Esbjerg",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Oncorhynchus_mykiss.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"188","Oncorhynchus_mykiss.foraar","Fredericia",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Oncorhynchus_mykiss.smpl05.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"228","Oncorhynchus_mykiss.foraar","Frederikshavn",0.00264,5,5,"belowLOD","yellow","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Oncorhynchus_mykiss.smpl06.foraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID10","10","Oncorhynchus_mykiss.Frederikshavn",0,"white","2_and_0","#C4D79B",2,"BeLOD_NF",0.0001848,0.1848,1.1848,0.0736450455131521,2,0,"0","yellow"
"268","Oncorhynchus_mykiss.foraar","Gedser",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Oncorhynchus_mykiss.smpl07.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"308","Oncorhynchus_mykiss.foraar","Grenaa",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Oncorhynchus_mykiss.smpl08.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Grenaa",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"348","Oncorhynchus_mykiss.foraar","Helsingoer",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Oncorhynchus_mykiss.smpl09.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Helsingoer",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"388","Oncorhynchus_mykiss.foraar","Hirtshals",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Oncorhynchus_mykiss.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"428","Oncorhynchus_mykiss.foraar","Kalundborg",0.00411333333333333,5,5,"belowLOD","yellow","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Oncorhynchus_mykiss.smpl11.foraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID10","10","Oncorhynchus_mykiss.Kalundborg",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.000191955555555556,0.191955555555556,1.19195555555556,0.0762600621686259,2,0,"0","yellow"
"468","Oncorhynchus_mykiss.foraar","KalundborgStatiolHavn",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Oncorhynchus_mykiss.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.KalundborgStatiolHavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"508","Oncorhynchus_mykiss.foraar","Koebenhavn",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Oncorhynchus_mykiss.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Koebenhavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"548","Oncorhynchus_mykiss.foraar","Koege",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Oncorhynchus_mykiss.smpl16.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Koege",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"588","Oncorhynchus_mykiss.foraar","Odense",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Oncorhynchus_mykiss.smpl13.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Odense",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"628","Oncorhynchus_mykiss.foraar","Roedby",0,5,5,"NoCt","white","Oncorhynchus_mykiss","foraar","Oncorhynchus","mykiss","regnbueoerred","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Oncorhynchus_mykiss.smpl14.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID10","10","Oncorhynchus_mykiss.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"29","Oncorhyncus_gorbuscha.efteraar","AalborgHavn",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Oncorhyncus_gorbuscha.smpl04.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"69","Oncorhyncus_gorbuscha.efteraar","Aalborgportland",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Oncorhyncus_gorbuscha.smpl03.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"109","Oncorhyncus_gorbuscha.efteraar","Aarhus",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Oncorhyncus_gorbuscha.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"149","Oncorhyncus_gorbuscha.efteraar","Esbjerg",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Oncorhyncus_gorbuscha.smpl01.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"189","Oncorhyncus_gorbuscha.efteraar","Fredericia",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Oncorhyncus_gorbuscha.smpl05.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"229","Oncorhyncus_gorbuscha.efteraar","Frederikshavn",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Oncorhyncus_gorbuscha.smpl06.efteraar.1",2,0,0,0,"'2/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"269","Oncorhyncus_gorbuscha.efteraar","Gedser",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Oncorhyncus_gorbuscha.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"309","Oncorhyncus_gorbuscha.efteraar","Grenaa",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Oncorhyncus_gorbuscha.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"349","Oncorhyncus_gorbuscha.efteraar","Helsingoer",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Oncorhyncus_gorbuscha.smpl09.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"389","Oncorhyncus_gorbuscha.efteraar","Hirtshals",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Oncorhyncus_gorbuscha.smpl10.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"429","Oncorhyncus_gorbuscha.efteraar","Kalundborg",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Oncorhyncus_gorbuscha.smpl11.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Kalundborg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"469","Oncorhyncus_gorbuscha.efteraar","KalundborgStatiolHavn",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Oncorhyncus_gorbuscha.smpl15.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.KalundborgStatiolHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"509","Oncorhyncus_gorbuscha.efteraar","Koebenhavn",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Oncorhyncus_gorbuscha.smpl12.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"549","Oncorhyncus_gorbuscha.efteraar","Koege",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Oncorhyncus_gorbuscha.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"589","Oncorhyncus_gorbuscha.efteraar","Odense",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Oncorhyncus_gorbuscha.smpl13.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"629","Oncorhyncus_gorbuscha.efteraar","Roedby",0,5,5,"NoCt","white","Oncorhyncus_gorbuscha","efteraar","Oncorhyncus","gorbuscha","pukkellaks","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Oncorhyncus_gorbuscha.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID13","13","Oncorhyncus_gorbuscha.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
